Year,Units,Zeitreihe,Art des Empfängers/Bereitstellers,COMMENT_OBS_0,COMMENT_OBS_1,COMMENT_OBS_2,Series,Value
2015,Kumulierte Anzahl,[a] Deutschland als Empfänger,Universität,,,,5) Standardisierte Materialübertragungs-vereinbarungen,3
2016,Kumulierte Anzahl,[a] Deutschland als Empfänger,Universität,,,,5) Standardisierte Materialübertragungs-vereinbarungen,5
2017,Kumulierte Anzahl,[a] Deutschland als Empfänger,Universität,,,,5) Standardisierte Materialübertragungs-vereinbarungen,8
2018,Kumulierte Anzahl,[a] Deutschland als Empfänger,Universität,,,,5) Standardisierte Materialübertragungs-vereinbarungen,8
2019,Kumulierte Anzahl,[a] Deutschland als Empfänger,Universität,,,,5) Standardisierte Materialübertragungs-vereinbarungen,8
2020,Kumulierte Anzahl,[a] Deutschland als Empfänger,Universität,,,,5) Standardisierte Materialübertragungs-vereinbarungen,8
2021,Kumulierte Anzahl,[a] Deutschland als Empfänger,Universität,,,,5) Standardisierte Materialübertragungs-vereinbarungen,9
2022,Kumulierte Anzahl,[a] Deutschland als Empfänger,Universität,,,,5) Standardisierte Materialübertragungs-vereinbarungen,9
2023,Kumulierte Anzahl,[a] Deutschland als Empfänger,Universität,,,,5) Standardisierte Materialübertragungs-vereinbarungen,11
2024,Kumulierte Anzahl,[a] Deutschland als Empfänger,Universität,,,,5) Standardisierte Materialübertragungs-vereinbarungen,13
2025,Kumulierte Anzahl,[a] Deutschland als Empfänger,Universität,,,,5) Standardisierte Materialübertragungs-vereinbarungen,13
2026,Kumulierte Anzahl,[a] Deutschland als Empfänger,Universität,p,,,5) Standardisierte Materialübertragungs-vereinbarungen,13
2007,Kumulierte Anzahl,[a] Deutschland als Empfänger,Einzelperson,,,,5) Standardisierte Materialübertragungs-vereinbarungen,2
2008,Kumulierte Anzahl,[a] Deutschland als Empfänger,Einzelperson,,,,5) Standardisierte Materialübertragungs-vereinbarungen,23
2009,Kumulierte Anzahl,[a] Deutschland als Empfänger,Einzelperson,,,,5) Standardisierte Materialübertragungs-vereinbarungen,54
2010,Kumulierte Anzahl,[a] Deutschland als Empfänger,Einzelperson,,,,5) Standardisierte Materialübertragungs-vereinbarungen,84
2011,Kumulierte Anzahl,[a] Deutschland als Empfänger,Einzelperson,,,,5) Standardisierte Materialübertragungs-vereinbarungen,382
2012,Kumulierte Anzahl,[a] Deutschland als Empfänger,Einzelperson,,,,5) Standardisierte Materialübertragungs-vereinbarungen,1299
2013,Kumulierte Anzahl,[a] Deutschland als Empfänger,Einzelperson,,,,5) Standardisierte Materialübertragungs-vereinbarungen,2107
2014,Kumulierte Anzahl,[a] Deutschland als Empfänger,Einzelperson,,,,5) Standardisierte Materialübertragungs-vereinbarungen,2843
2015,Kumulierte Anzahl,[a] Deutschland als Empfänger,Einzelperson,,,,5) Standardisierte Materialübertragungs-vereinbarungen,3604
2016,Kumulierte Anzahl,[a] Deutschland als Empfänger,Einzelperson,,,,5) Standardisierte Materialübertragungs-vereinbarungen,4214
2017,Kumulierte Anzahl,[a] Deutschland als Empfänger,Einzelperson,,,,5) Standardisierte Materialübertragungs-vereinbarungen,4328
2018,Kumulierte Anzahl,[a] Deutschland als Empfänger,Einzelperson,,,,5) Standardisierte Materialübertragungs-vereinbarungen,4441
2019,Kumulierte Anzahl,[a] Deutschland als Empfänger,Einzelperson,,,,5) Standardisierte Materialübertragungs-vereinbarungen,4575
2020,Kumulierte Anzahl,[a] Deutschland als Empfänger,Einzelperson,,,,5) Standardisierte Materialübertragungs-vereinbarungen,4678
2021,Kumulierte Anzahl,[a] Deutschland als Empfänger,Einzelperson,,,,5) Standardisierte Materialübertragungs-vereinbarungen,4800
2022,Kumulierte Anzahl,[a] Deutschland als Empfänger,Einzelperson,,,,5) Standardisierte Materialübertragungs-vereinbarungen,4877
2023,Kumulierte Anzahl,[a] Deutschland als Empfänger,Einzelperson,,,,5) Standardisierte Materialübertragungs-vereinbarungen,4918
2024,Kumulierte Anzahl,[a] Deutschland als Empfänger,Einzelperson,,,,5) Standardisierte Materialübertragungs-vereinbarungen,4932
2025,Kumulierte Anzahl,[a] Deutschland als Empfänger,Einzelperson,,,,5) Standardisierte Materialübertragungs-vereinbarungen,4935
2026,Kumulierte Anzahl,[a] Deutschland als Empfänger,Einzelperson,p,,,5) Standardisierte Materialübertragungs-vereinbarungen,4935
2007,Kumulierte Anzahl,[a] Deutschland als Empfänger,INCREASE-Projekt,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2008,Kumulierte Anzahl,[a] Deutschland als Empfänger,INCREASE-Projekt,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2009,Kumulierte Anzahl,[a] Deutschland als Empfänger,INCREASE-Projekt,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2010,Kumulierte Anzahl,[a] Deutschland als Empfänger,INCREASE-Projekt,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2011,Kumulierte Anzahl,[a] Deutschland als Empfänger,INCREASE-Projekt,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2012,Kumulierte Anzahl,[a] Deutschland als Empfänger,INCREASE-Projekt,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2013,Kumulierte Anzahl,[a] Deutschland als Empfänger,INCREASE-Projekt,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2014,Kumulierte Anzahl,[a] Deutschland als Empfänger,INCREASE-Projekt,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2015,Kumulierte Anzahl,[a] Deutschland als Empfänger,INCREASE-Projekt,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2016,Kumulierte Anzahl,[a] Deutschland als Empfänger,INCREASE-Projekt,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2017,Kumulierte Anzahl,[a] Deutschland als Empfänger,INCREASE-Projekt,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2018,Kumulierte Anzahl,[a] Deutschland als Empfänger,INCREASE-Projekt,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2019,Kumulierte Anzahl,[a] Deutschland als Empfänger,INCREASE-Projekt,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2020,Kumulierte Anzahl,[a] Deutschland als Empfänger,INCREASE-Projekt,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2021,Kumulierte Anzahl,[a] Deutschland als Empfänger,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,226
2022,Kumulierte Anzahl,[a] Deutschland als Empfänger,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,706
2023,Kumulierte Anzahl,[a] Deutschland als Empfänger,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,2396
2024,Kumulierte Anzahl,[a] Deutschland als Empfänger,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,4291
2025,Kumulierte Anzahl,[a] Deutschland als Empfänger,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,5655
2026,Kumulierte Anzahl,[a] Deutschland als Empfänger,INCREASE-Projekt,p,,,5) Standardisierte Materialübertragungs-vereinbarungen,5758
2007,Kumulierte Anzahl,[a] Deutschland als Empfänger,Unbekannt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,33
2008,Kumulierte Anzahl,[a] Deutschland als Empfänger,Unbekannt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,386
2009,Kumulierte Anzahl,[a] Deutschland als Empfänger,Unbekannt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,851
2010,Kumulierte Anzahl,[a] Deutschland als Empfänger,Unbekannt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,1411
2011,Kumulierte Anzahl,[a] Deutschland als Empfänger,Unbekannt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,2305
2012,Kumulierte Anzahl,[a] Deutschland als Empfänger,Unbekannt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,2617
2013,Kumulierte Anzahl,[a] Deutschland als Empfänger,Unbekannt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,2927
2014,Kumulierte Anzahl,[a] Deutschland als Empfänger,Unbekannt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,3244
2015,Kumulierte Anzahl,[a] Deutschland als Empfänger,Unbekannt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,3703
2016,Kumulierte Anzahl,[a] Deutschland als Empfänger,Unbekannt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,4140
2017,Kumulierte Anzahl,[a] Deutschland als Empfänger,Unbekannt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,4408
2018,Kumulierte Anzahl,[a] Deutschland als Empfänger,Unbekannt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,4681
2019,Kumulierte Anzahl,[a] Deutschland als Empfänger,Unbekannt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,4900
2020,Kumulierte Anzahl,[a] Deutschland als Empfänger,Unbekannt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,5169
2021,Kumulierte Anzahl,[a] Deutschland als Empfänger,Unbekannt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,5480
2022,Kumulierte Anzahl,[a] Deutschland als Empfänger,Unbekannt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,5757
2023,Kumulierte Anzahl,[a] Deutschland als Empfänger,Unbekannt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,5884
2024,Kumulierte Anzahl,[a] Deutschland als Empfänger,Unbekannt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,5901
2025,Kumulierte Anzahl,[a] Deutschland als Empfänger,Unbekannt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,5901
2026,Kumulierte Anzahl,[a] Deutschland als Empfänger,Unbekannt,p,,,5) Standardisierte Materialübertragungs-vereinbarungen,5901
2007,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,,,,,5) Standardisierte Materialübertragungs-vereinbarungen,42
2008,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,,,,,5) Standardisierte Materialübertragungs-vereinbarungen,591
2009,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,,,,,5) Standardisierte Materialübertragungs-vereinbarungen,1295
2010,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,,,,,5) Standardisierte Materialübertragungs-vereinbarungen,2132
2011,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,,,,,5) Standardisierte Materialübertragungs-vereinbarungen,3566
2012,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,,,,,5) Standardisierte Materialübertragungs-vereinbarungen,5022
2013,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,,,,,5) Standardisierte Materialübertragungs-vereinbarungen,6314
2014,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,,,,,5) Standardisierte Materialübertragungs-vereinbarungen,7675
2015,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,,,,,5) Standardisierte Materialübertragungs-vereinbarungen,9241
2016,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,,,,,5) Standardisierte Materialübertragungs-vereinbarungen,10567
2017,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,,,,,5) Standardisierte Materialübertragungs-vereinbarungen,11135
2018,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,,,,,5) Standardisierte Materialübertragungs-vereinbarungen,11709
2019,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,,,,,5) Standardisierte Materialübertragungs-vereinbarungen,12296
2020,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,,,,,5) Standardisierte Materialübertragungs-vereinbarungen,12812
2021,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,,,,,5) Standardisierte Materialübertragungs-vereinbarungen,13415
2022,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,,,,,5) Standardisierte Materialübertragungs-vereinbarungen,13908
2023,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,,,,,5) Standardisierte Materialübertragungs-vereinbarungen,14176
2024,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,,,,,5) Standardisierte Materialübertragungs-vereinbarungen,14332
2025,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,,,,,5) Standardisierte Materialübertragungs-vereinbarungen,14490
2026,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,,p,,,5) Standardisierte Materialübertragungs-vereinbarungen,14610
2007,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Kommerzielles Unternehmen,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2008,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Kommerzielles Unternehmen,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2009,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Kommerzielles Unternehmen,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2010,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Kommerzielles Unternehmen,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2011,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Kommerzielles Unternehmen,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2012,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Kommerzielles Unternehmen,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2013,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Kommerzielles Unternehmen,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2014,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Kommerzielles Unternehmen,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2015,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Kommerzielles Unternehmen,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2016,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Kommerzielles Unternehmen,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2017,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Kommerzielles Unternehmen,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2018,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Kommerzielles Unternehmen,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2019,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Kommerzielles Unternehmen,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2020,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Kommerzielles Unternehmen,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2021,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Kommerzielles Unternehmen,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2022,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Kommerzielles Unternehmen,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2023,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Kommerzielles Unternehmen,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2024,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Kommerzielles Unternehmen,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2025,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Kommerzielles Unternehmen,,,,5) Standardisierte Materialübertragungs-vereinbarungen,1
2026,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Kommerzielles Unternehmen,p,,,5) Standardisierte Materialübertragungs-vereinbarungen,4
2007,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Genbank,,,,5) Standardisierte Materialübertragungs-vereinbarungen,42
2008,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Genbank,,,,5) Standardisierte Materialübertragungs-vereinbarungen,591
2009,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Genbank,,,,5) Standardisierte Materialübertragungs-vereinbarungen,1295
2010,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Genbank,,,,5) Standardisierte Materialübertragungs-vereinbarungen,2132
2011,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Genbank,,,,5) Standardisierte Materialübertragungs-vereinbarungen,3566
2012,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Genbank,,,,5) Standardisierte Materialübertragungs-vereinbarungen,5022
2013,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Genbank,,,,5) Standardisierte Materialübertragungs-vereinbarungen,6314
2014,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Genbank,,,,5) Standardisierte Materialübertragungs-vereinbarungen,7675
2015,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Genbank,,,,5) Standardisierte Materialübertragungs-vereinbarungen,9241
2016,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Genbank,,,,5) Standardisierte Materialübertragungs-vereinbarungen,10560
2017,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Genbank,,,,5) Standardisierte Materialübertragungs-vereinbarungen,11126
2018,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Genbank,,,,5) Standardisierte Materialübertragungs-vereinbarungen,11685
2019,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Genbank,,,,5) Standardisierte Materialübertragungs-vereinbarungen,12256
2020,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Genbank,,,,5) Standardisierte Materialübertragungs-vereinbarungen,12761
2021,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Genbank,,,,5) Standardisierte Materialübertragungs-vereinbarungen,13364
2022,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Genbank,,,,5) Standardisierte Materialübertragungs-vereinbarungen,13850
2023,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Genbank,,,,5) Standardisierte Materialübertragungs-vereinbarungen,14100
2024,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Genbank,,,,5) Standardisierte Materialübertragungs-vereinbarungen,14100
2025,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Genbank,,,,5) Standardisierte Materialübertragungs-vereinbarungen,14100
2026,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Genbank,p,,,5) Standardisierte Materialübertragungs-vereinbarungen,14100
2007,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Nationales Agrarforschungszentrum,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2008,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Nationales Agrarforschungszentrum,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2009,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Nationales Agrarforschungszentrum,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2010,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Nationales Agrarforschungszentrum,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2011,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Nationales Agrarforschungszentrum,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2012,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Nationales Agrarforschungszentrum,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2013,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Nationales Agrarforschungszentrum,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2014,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Nationales Agrarforschungszentrum,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2015,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Nationales Agrarforschungszentrum,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2016,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Nationales Agrarforschungszentrum,,,,5) Standardisierte Materialübertragungs-vereinbarungen,3
2017,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Nationales Agrarforschungszentrum,,,,5) Standardisierte Materialübertragungs-vereinbarungen,3
2018,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Nationales Agrarforschungszentrum,,,,5) Standardisierte Materialübertragungs-vereinbarungen,18
2019,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Nationales Agrarforschungszentrum,,,,5) Standardisierte Materialübertragungs-vereinbarungen,34
2020,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Nationales Agrarforschungszentrum,,,,5) Standardisierte Materialübertragungs-vereinbarungen,44
2021,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Nationales Agrarforschungszentrum,,,,5) Standardisierte Materialübertragungs-vereinbarungen,44
2022,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Nationales Agrarforschungszentrum,,,,5) Standardisierte Materialübertragungs-vereinbarungen,44
2023,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Nationales Agrarforschungszentrum,,,,5) Standardisierte Materialübertragungs-vereinbarungen,44
2024,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Nationales Agrarforschungszentrum,,,,5) Standardisierte Materialübertragungs-vereinbarungen,44
2025,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Nationales Agrarforschungszentrum,,,,5) Standardisierte Materialübertragungs-vereinbarungen,44
2026,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Nationales Agrarforschungszentrum,p,,,5) Standardisierte Materialübertragungs-vereinbarungen,44
2007,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Sonstige,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2008,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Sonstige,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2009,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Sonstige,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2010,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Sonstige,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2011,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Sonstige,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2012,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Sonstige,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2013,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Sonstige,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2014,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Sonstige,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2015,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Sonstige,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2016,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Sonstige,,,,5) Standardisierte Materialübertragungs-vereinbarungen,4
2017,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Sonstige,,,,5) Standardisierte Materialübertragungs-vereinbarungen,6
2018,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Sonstige,,,,5) Standardisierte Materialübertragungs-vereinbarungen,6
2019,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Sonstige,,,,5) Standardisierte Materialübertragungs-vereinbarungen,6
2020,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Sonstige,,,,5) Standardisierte Materialübertragungs-vereinbarungen,6
2021,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Sonstige,,,,5) Standardisierte Materialübertragungs-vereinbarungen,6
2022,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Sonstige,,,,5) Standardisierte Materialübertragungs-vereinbarungen,6
2023,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Sonstige,,,,5) Standardisierte Materialübertragungs-vereinbarungen,6
2024,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Sonstige,,,,5) Standardisierte Materialübertragungs-vereinbarungen,6
2025,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Sonstige,,,,5) Standardisierte Materialübertragungs-vereinbarungen,6
2026,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Sonstige,p,,,5) Standardisierte Materialübertragungs-vereinbarungen,6
2007,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Regionale Organisation,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2008,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Regionale Organisation,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2009,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Regionale Organisation,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2010,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Regionale Organisation,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2011,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Regionale Organisation,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2012,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Regionale Organisation,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2013,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Regionale Organisation,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2014,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Regionale Organisation,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2015,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Regionale Organisation,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2016,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Regionale Organisation,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2017,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Regionale Organisation,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2018,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Regionale Organisation,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2019,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Regionale Organisation,-,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2020,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Regionale Organisation,,,,5) Standardisierte Materialübertragungs-vereinbarungen,1
2021,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Regionale Organisation,,,,5) Standardisierte Materialübertragungs-vereinbarungen,1
2022,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Regionale Organisation,,,,5) Standardisierte Materialübertragungs-vereinbarungen,1
2023,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Regionale Organisation,,,,5) Standardisierte Materialübertragungs-vereinbarungen,1
2024,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Regionale Organisation,,,,5) Standardisierte Materialübertragungs-vereinbarungen,1
2025,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Regionale Organisation,,,,5) Standardisierte Materialübertragungs-vereinbarungen,1
2026,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,Regionale Organisation,p,,,5) Standardisierte Materialübertragungs-vereinbarungen,1
2007,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2008,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2009,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2010,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2011,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
2012,Kumulierte Anzahl,[b] Deutschland als Bereitsteller,INCREASE-Projekt,,,,5) Standardisierte Materialübertragungs-vereinbarungen,0
